"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @groupfazza: #Fazza 🚘 #Tesla | taken by Ahmed Jaber ✋🏻😉 https://t.co/iBtfkhQ27S",FALSE,0,NA,2019-10-02 15:41:50,FALSE,NA,"1179421236625072138",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IbrahimAlHousan",18,TRUE,FALSE,NA,NA
"RT @TheTeslaLife: Join us LIVE this evening at 8:30pm ET for the premiere of our #Tesla podcast episode 118! SUBSCRIBE with the link below,…",FALSE,0,NA,2019-10-02 15:41:36,FALSE,NA,"1179421180639481856",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","entrpz",1,TRUE,FALSE,NA,NA
"Thus #Advanced #Psychics? #Psychic Viewing? #Theoretical #Philosophical #Mathematics.

The #Scientist and #Futurist… https://t.co/y0JmLi3TGP",FALSE,1,"SteinTesla",2019-10-02 15:40:49,TRUE,"1179420634557931521","1179420982450294786","756210848520175616","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SteinTesla",0,FALSE,FALSE,NA,NA
"This could be the next gold mine for #Tesla and other electric vehicles https://t.co/Zb30uVDvc1",FALSE,0,NA,2019-10-02 15:38:13,FALSE,NA,"1179420330315669508",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CayvanC",0,FALSE,FALSE,NA,NA
"I love my #TESLA by John Carmack https://t.co/Zg6n1ptMy1",FALSE,0,NA,2019-10-02 15:38:08,FALSE,NA,"1179420308790501377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bgiorgini",0,FALSE,FALSE,NA,NA
"RT @gerardfianen: What is even more insane is that that shortseller is actually hiding behind a non-profit and has already admitted to inde…",FALSE,0,NA,2019-10-02 15:37:51,FALSE,NA,"1179420234056376320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlCocan",4,TRUE,FALSE,NA,NA
"RT @vincent13031925: 8 stalls Tesla Supercharger (urban charger) station grand opening today in Tokyo Bay, Japan 🇯🇵 

$TSLA #Tesla #Japan #…",FALSE,0,NA,2019-10-02 15:36:58,FALSE,NA,"1179420012534206464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlCocan",5,TRUE,FALSE,NA,NA
"I love to watch Youtube videos in my Car. How about an App for ""Udemy""? Self Development while charging? How cool i… https://t.co/fopr7vp5vd",FALSE,0,NA,2019-10-02 15:36:43,TRUE,NA,"1179419951800766464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NerdiCuZ",0,FALSE,FALSE,NA,NA
"@munster_gene The deepacsle people will leave even faster then the previous departures $tslaq $tsla #tesla",FALSE,8,"munster_gene",2019-10-02 15:36:14,FALSE,"1179417812311445507","1179419828249124865","1148243369786822658","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Commuternyc",0,FALSE,FALSE,NA,NA
"RT @vincent13031925: Tesla's China production (Made in China Model 3) to start, eyes on mass production timing: sources - Reuters

by: ⁦@yi…",FALSE,0,NA,2019-10-02 15:36:02,FALSE,NA,"1179419778919874562",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mithunoorath",34,TRUE,FALSE,NA,NA
"RT @TheTeslaLife: Would you like to WIN your own Cyril #Tesla #SignatureHat with your serial number on the side? Then make sure to follow u…",FALSE,0,NA,2019-10-02 15:33:34,FALSE,NA,"1179419156174819328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeanVal74058394",21,TRUE,FALSE,NA,NA
"According to this doc issued by Ministry of Finance of 🇨🇳, extra 25% tariff will be added on top of the existing 15… https://t.co/QjLhD2mjBo",FALSE,6,NA,2019-10-02 15:32:11,TRUE,NA,"1179418809771462663",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ray4tesla",1,FALSE,FALSE,NA,NA
"RT @groupfazza: #Fazza 🚘 #Tesla | taken by Ahmed Jaber ✋🏻😉 https://t.co/iBtfkhQ27S",FALSE,0,NA,2019-10-02 15:30:43,FALSE,NA,"1179418441163460614",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","poetic7000",18,TRUE,FALSE,NA,NA
"Insiders raise concerns as #Tesla’s China factory gears up to start production: https://t.co/Mo2F5AT1n6 #ChinaAuto",FALSE,0,NA,2019-10-02 15:30:18,FALSE,NA,"1179418335018196992",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LMCAutomotive",0,FALSE,FALSE,NA,NA
"@Tesla F. Time to upgrade Fam and join the #Tesla family",FALSE,2,"Tesla",2019-10-02 15:29:32,FALSE,"1179417950438252553","1179418141216165888","13298072","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MyTeslaAdventur",0,FALSE,FALSE,NA,NA
"RT @TeslaNY: Tesla Model S Is The US' New Dream Car 🚘⚡️🇺🇸 “...top ‘dream car’ for American drivers in 20 states,” https://t.co/1V68dgJRiM $…",FALSE,0,NA,2019-10-02 15:29:08,FALSE,NA,"1179418041869885440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CyrilBilavarn",110,TRUE,FALSE,NA,NA
"I captured a hit a hit and run on my #Tesla dash cam. Watch how this ends 🤦🏻‍♂️ https://t.co/YccButCZMK",FALSE,17,NA,2019-10-02 15:27:27,FALSE,NA,"1179417617515327488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EliBurton_",4,FALSE,FALSE,NA,NA
"RT @davidmoadel: $NIO With Slashed Value, Is #Nio Stock Dead in the Water? -- my article for @marketrealist https://t.co/bctEJJaShY $SPY $T…",FALSE,0,NA,2019-10-02 15:26:53,FALSE,NA,"1179417477777952775",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MarketRealist",1,TRUE,FALSE,NA,NA
"RT @fly4dat: #Tesla 🇪🇺 SuX unit sales fell ~65% YoY in Sep and 51% YoY in Q3.

That's after plummeting ASP's. 🚨🚨🚨 European $TSLA SuX revenu…",FALSE,0,NA,2019-10-02 15:26:22,FALSE,NA,"1179417347695751175",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Polixenes13",6,TRUE,FALSE,NA,NA
"RT @vincent13031925: Tesla to start Model 3 production at Gigafactory 3 this month: sources 

Congratulation ⁦@elonmusk⁩ &amp;@tesla team, the…",FALSE,0,NA,2019-10-02 15:26:02,FALSE,NA,"1179417263155355648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnAmplatz",11,TRUE,FALSE,NA,NA
"Just saw a #Jaguar #iPace for the first time. Looks ok, but it's smaller than I expected. Absolutely dwarfed by the #Tesla Model X. $TSLA",FALSE,1,NA,2019-10-02 15:25:58,FALSE,NA,"1179417245795139586",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JonathanApgar",0,FALSE,FALSE,NA,NA
"RT @vincent13031925: A 100,000-Delivery Quarter for Tesla Is ‘Achievable,’ Analyst Says - Barron's

$TSLA #Tesla #2019Q3 https://t.co/EA1i5…",FALSE,0,NA,2019-10-02 15:25:03,FALSE,NA,"1179417015267840003",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gora321",12,TRUE,FALSE,NA,NA
"RT @TonyLe73: Ceramic coating from South Bay Shine. She’s looking fresh! #tesla https://t.co/8p2RWMn7vx",FALSE,0,NA,2019-10-02 15:24:44,FALSE,NA,"1179416936632991744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heritageparkave",1,TRUE,FALSE,NA,NA
"Ceramic coating from South Bay Shine. She’s looking fresh! #tesla https://t.co/8p2RWMn7vx",FALSE,2,NA,2019-10-02 15:24:28,FALSE,NA,"1179416869893234688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TonyLe73",1,FALSE,FALSE,NA,NA
"Tesla Plans to Begin Production in China

$TSLA #Automarket #AutoProduction #ElectricBatteries #electricvehicle… https://t.co/feVow8H1E3",FALSE,0,NA,2019-10-02 15:24:07,TRUE,NA,"1179416778201538562",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","financialbuzz",0,FALSE,FALSE,NA,NA
"RT @vincent13031925: 8 stalls Tesla Supercharger (urban charger) station grand opening today in Tokyo Bay, Japan 🇯🇵 

$TSLA #Tesla #Japan #…",FALSE,0,NA,2019-10-02 15:24:04,FALSE,NA,"1179416766994403330",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vivvchy",5,TRUE,FALSE,NA,NA
"RT @vincent13031925: Tesla’s DeepScale acquisition is a play for efficient neural networks, faster OTA updates 

by: ⁦@ResidentSponge⁩ 
via…",FALSE,0,NA,2019-10-02 15:23:41,FALSE,NA,"1179416668897980416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vivvchy",11,TRUE,FALSE,NA,NA
"RT @eiddor: So, @elonmusk - My first test of Smart Summon didn't go so well. @Tesla #Tesla #Model3 https://t.co/yC1oBWdq1I",FALSE,0,NA,2019-10-02 15:23:34,FALSE,NA,"1179416642075410438",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HugoBuj",568,TRUE,FALSE,NA,NA
"RT @groupfazza: #Fazza 🚘 #Tesla | taken by Ahmed Jaber ✋🏻😉 https://t.co/iBtfkhQ27S",FALSE,0,NA,2019-10-02 15:23:04,FALSE,NA,"1179416515747221504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","515Aldhaheri",18,TRUE,FALSE,NA,NA
"RT @vincent13031925: A 100,000-Delivery Quarter for Tesla Is ‘Achievable,’ Analyst Says - Barron's

$TSLA #Tesla #2019Q3 https://t.co/EA1i5…",FALSE,0,NA,2019-10-02 15:22:57,FALSE,NA,"1179416487574028288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vivvchy",12,TRUE,FALSE,NA,NA
"RT @GerberKawasaki: I think the note I just read from Jonas at MS was an upgrade of Tesla. This is the guy with the $10 target when the sto…",FALSE,0,NA,2019-10-02 15:21:07,FALSE,NA,"1179416023784738817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vincent13031925",9,TRUE,FALSE,NA,NA
"RT @BDoracic: EV testing at 14th SDEWES Conference #tesla #Model3 #sdewes #sdewes2019 #sustainability #ElectricVehicles @sdewes_centre http…",FALSE,0,NA,2019-10-02 15:19:49,FALSE,NA,"1179415697287516160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","marusevac",4,TRUE,FALSE,NA,NA
"RT @vincent13031925: A 100,000-Delivery Quarter for Tesla Is ‘Achievable,’ Analyst Says - Barron's

$TSLA #Tesla #2019Q3 https://t.co/EA1i5…",FALSE,0,NA,2019-10-02 15:19:02,FALSE,NA,"1179415500025204739",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Model3_CH",12,TRUE,FALSE,NA,NA
"RT @vincent13031925: Yes, Teslas are definitely the ultimate wedding cars💯

#Tesla https://t.co/XH0YoonuKO https://t.co/Gx1LudrP5l",FALSE,0,NA,2019-10-02 15:18:34,FALSE,NA,"1179415383553593345",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gora321",4,TRUE,FALSE,NA,NA
"@IqtidarAlii the object of my fantasies too apparently: https://t.co/5zefEQ6Hat 😅😅😅 #tesla #teslaroadster",FALSE,0,"IqtidarAlii",2019-10-02 15:17:51,FALSE,NA,"1179415202875543554","152969823","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","impylse",0,FALSE,FALSE,NA,NA
"RT @vincent13031925: Tesla to start Model 3 production at Gigafactory 3 this month: sources 

Congratulation ⁦@elonmusk⁩ &amp;@tesla team, the…",FALSE,0,NA,2019-10-02 15:17:31,FALSE,NA,"1179415118393856000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","browniejp",11,TRUE,FALSE,NA,NA
"RT @lounotlouise: Interested in #ElonMusk #Tesla or simply #TechTrends?
I've got a pretty cool tool that tracks how our favorite tech billi…",FALSE,0,NA,2019-10-02 15:16:05,FALSE,NA,"1179414760191877120",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","laurenemmagreen",1,TRUE,FALSE,NA,NA
"RT @MrTommyCampbell: It’s disgusting that people walk around keying cars, but amazing that Teslas have the technology to catch these asshol…",FALSE,0,NA,2019-10-02 15:15:55,FALSE,NA,"1179414717598711808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lynn180_lynn",3,TRUE,FALSE,NA,NA
"Interested in #ElonMusk #Tesla or simply #TechTrends?
I've got a pretty cool tool that tracks how our favorite tech… https://t.co/KQDoazPKEB",FALSE,1,NA,2019-10-02 15:15:52,TRUE,NA,"1179414702964854784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lounotlouise",1,FALSE,FALSE,NA,NA
"@elonmusk broke US labor laws on Twitter: An administrative judge says #Tesla tried to sabotage efforts to unionize… https://t.co/1nTYkokdpk",FALSE,0,"elonmusk",2019-10-02 15:15:16,TRUE,NA,"1179414551814647812","44196397","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","TheDinMan",0,FALSE,FALSE,NA,NA
"RT @ExteslaF: RED SIREN EMOJI

Vincent Tran, senior councel at #Tesla, left in September after being with $TSLA/ $SCTY for 6 years. He foun…",FALSE,0,NA,2019-10-02 15:12:58,FALSE,NA,"1179413975940976640",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","yngy6477",12,TRUE,FALSE,NA,NA
"RT @ExteslaF: RED SIREN EMOJI

Vincent Tran, senior councel at #Tesla, left in September after being with $TSLA/ $SCTY for 6 years. He foun…",FALSE,0,NA,2019-10-02 15:11:38,FALSE,NA,"1179413640040067078",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MusksFUDetector",12,TRUE,FALSE,NA,NA
"Hey #Tesla #NYC - Check out Empire Clean Vehicle Festival by Empire Clean Cities here: https://t.co/B7SpjIK26O",FALSE,0,NA,2019-10-02 15:11:31,FALSE,NA,"1179413607114780675",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RichHargrave",0,FALSE,FALSE,NA,NA
"RT @ExteslaF: RED SIREN EMOJI

Vincent Tran, senior councel at #Tesla, left in September after being with $TSLA/ $SCTY for 6 years. He foun…",FALSE,0,NA,2019-10-02 15:10:59,FALSE,NA,"1179413473224208384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortingIsFun",12,TRUE,FALSE,NA,NA
"Join us LIVE this evening at 8:30pm ET for the premiere of our #Tesla podcast episode 118! SUBSCRIBE with the link… https://t.co/iJAC3OW6s6",FALSE,2,NA,2019-10-02 15:10:48,TRUE,NA,"1179413430220013568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheTeslaLife",1,FALSE,FALSE,NA,NA
"RT @28delayslater: PSA: v10 does NOT actually give your #tesla #model3 20” wheels and red calipers. It’s just the graphics. I got out of my…",FALSE,0,NA,2019-10-02 15:09:14,FALSE,NA,"1179413033925390336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","just_Gordan",7,TRUE,FALSE,NA,NA
"RT @ExteslaF: RED SIREN EMOJI

Vincent Tran, senior councel at #Tesla, left in September after being with $TSLA/ $SCTY for 6 years. He foun…",FALSE,0,NA,2019-10-02 15:08:39,FALSE,NA,"1179412888093646851",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Danstringer74",12,TRUE,FALSE,NA,NA
"Tesla Buying Company To Help Create Autonomous Self-Driving Cars
https://t.co/EcMGpc826Z
#Tesla #WorldNews… https://t.co/pA7GSJYCQY",FALSE,0,NA,2019-10-02 15:08:36,TRUE,NA,"1179412876848717824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TwistityNews",0,FALSE,FALSE,NA,NA
"RT @ExteslaF: RED SIREN EMOJI

Vincent Tran, senior councel at #Tesla, left in September after being with $TSLA/ $SCTY for 6 years. He foun…",FALSE,0,NA,2019-10-02 15:08:20,FALSE,NA,"1179412806644445185",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PhenomenalPoto",12,TRUE,FALSE,NA,NA
"RT @spotted_model: Latest #tesla fire. https://t.co/MQtSBlt3OD",FALSE,0,NA,2019-10-02 15:07:27,FALSE,NA,"1179412585873051648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOriginW1",0,TRUE,FALSE,NA,NA
"It’s disgusting that people walk around keying cars, but amazing that Teslas have the technology to catch these ass… https://t.co/9gO8qR64xo",FALSE,22,NA,2019-10-02 15:07:22,TRUE,NA,"1179412566352781316",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrTommyCampbell",3,FALSE,FALSE,NA,NA
"Tesla to start Model 3 production at Gigafactory 3 this month: sources 

Congratulation ⁦@elonmusk⁩ &amp;@tesla team, t… https://t.co/vG6NbNPnGS",FALSE,79,NA,2019-10-02 15:05:44,TRUE,NA,"1179412153805279235",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vincent13031925",11,FALSE,FALSE,NA,NA
"#Tesla acquires computer vision startup #DeepScale in push toward #robotaxis:

Tesla has #acquired DeepScale, a Sil… https://t.co/i2eEXyiChU",FALSE,1,NA,2019-10-02 15:05:33,TRUE,NA,"1179412108041175044",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","RiessVictoria",0,FALSE,FALSE,NA,NA
"#Tesla acquires computer vision startup #DeepScale in push toward #robotaxis https://t.co/6Qs32eGJeS",FALSE,3,NA,2019-10-02 15:05:27,FALSE,NA,"1179412083370270720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Martin_Cook_",1,FALSE,FALSE,NA,NA
"RT @vincent13031925: A 100,000-Delivery Quarter for Tesla Is ‘Achievable,’ Analyst Says - Barron's

$TSLA #Tesla #2019Q3 https://t.co/EA1i5…",FALSE,0,NA,2019-10-02 15:04:55,FALSE,NA,"1179411946057191426",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BuyckRuben",12,TRUE,FALSE,NA,NA
"RT @geekandi: When you play at an event with 8 model 3s and smart summon https://t.co/wln1uZWuXv

#tesla #summon #smartsummon #jenga and th…",FALSE,0,NA,2019-10-02 15:04:16,FALSE,NA,"1179411785587273730",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realkeith",2,TRUE,FALSE,NA,NA
"RT @28delayslater: PSA: v10 does NOT actually give your #tesla #model3 20” wheels and red calipers. It’s just the graphics. I got out of my…",FALSE,0,NA,2019-10-02 15:01:16,FALSE,NA,"1179411028930695170",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeslaMaestra",7,TRUE,FALSE,NA,NA
